,Tweet,User - Location,User - Followers,Classificacao,Sentimento,NaiveBayes
1655,#atend | inform pendenc relat cadastr pesso fisic cpf pod ser regular mei canal virtual atend vem sab mais,,4077,Positivo,1,Positivo
1128,enta respost,"Porto Alegre, Brasil",371,Negativo,0,Negativo
1959,val total mercad apreend cheg 32 milho saib mais #receitafederl #adu #apreensa,"Salvador, Brazil",1201,Positivo,1,Positivo
632,cad voc roub produt curitib respond canal sao pess fal br pi #seusladro,,0,Negativo,0,Negativo
285,calm la amiga kakakakkakakakakak,blackartel,141,Neutro,2,Neutro
801,ta sab algum cois,São Paulo,65,Negativo,0,Negativo
394,quer sab restituica me dezembr ate agor nad,Brasil,63,Negativo,0,Negativo
62,exist impost pres bitcoin,"São Paulo, Brasil",66,Neutro,2,Neutro
1932,mudanc ating apen empr obrig declaraca debit credit tributari feder previdenciari outr entidad fund dctfweb saib mais #receitafeder #servicosger #gfip,Belo Horizonte,65,Positivo,1,Positivo
677,dev ser nov vacin,,0,Neutro,2,Neutro
722,tax micang pfvvv,fundo do poço,461,Negativo,0,Negativo
1723,#areceitafederalnaop apreend 670 kg cocain carg goiab port sant soment 2020 alfandeg sant intercept 20 5 tonel cocain carg exportaca destin europ saib mais,"Novo Hamburgo, RS",472,Positivo,1,Positivo
463,recorr val ajud aqu amig rainh disc,"Sao Paulo, SP",515,Negativo,0,Negativo
205,bom mas vai investig filh hom espec ser aparelh de lev,"Distrito Federal, Brasil",375,Negativo,0,Negativo
2448,**alerta* mand email contribuint rf comun contribuint dua man 1 cart envi enderec 2 mei port ecac cas receb email parec imag exclu rapid viru,,48,Neutro,2,Neutro
2834,entend,ancapistão,433,Neutro,2,Neutro
2256,nunc pass tant raiv tamanh burocrac consegu cois sit feder queeee tud br,"Erechim, RS",227,Negativo,0,Negativo
2619,cri funcionari est feder decisa govern,,1006,Neutro,2,Neutro
1875,rfb sao paul apreend me dezembr divers tip drog outr produt nociv saud apreenso ocorr recint importaca exportaca correi saib mais #receitafeder #adu #apreensa,"Novo Hamburgo, RS",472,Positivo,1,Positivo
2200,bem epoc ir predi fiq uma tre hor esper ser atend assist sdt+ album grand famil + cordel tv la,Palermo,2672,Negativo,0,Negativo
1598,#3 junt pod dar golp fatal milic organizaco #pcc ha temp deix ser gangu cade atu organizaca crim transnac signif traf vir mei fim $$ pod,,1424,Positivo,1,Positivo
2282,palavr remet cois tao boa vov pao queij delic pass etc par nom instituica tao diabol quant,"Rolândia, PR",117,Negativo,0,Negativo
19,adel so ver rend confront bem feder penso pag simpl sit cam vej transparenc prestaco cont rach roub ensin filh,Vinhedo,1250,Neutro,2,Neutro
2763,fic frut trabalh etic aliment parasit est dev moral explod,"Pará, Brasil",5826,Negativo,0,Negativo
1792,#record manh 22/12 equip alfandeg sant apreend 2 932 kg cocain drog cuidados ocult carreg bobin alumini destin port roterd holand saib mais #rfb #adu,São Paulo,121805,Positivo,1,Positivo
1303,parab,"Pelotas, Brasil",865,Positivo,1,Positivo
1645,#atend | inform pendenc relat cadastr pesso fisic cpf pod ser regular mei canal virtual atend vem sab mais,"Av. Presidente Vargas, 482 Sl.",8,Positivo,1,Positivo
1392,3o grup logis prest apoi transport mater do doaco esta it medicoshospital equip eletron informa #maoamig #juntossomosmaisfort,,6,Positivo,1,Positivo
208,recolh ins dest trabalh trabalh escrav #followthemoney,Estados Unidos,254,Neutro,2,Neutro
1316,alo alo ser vc pod ajud parcel segur desempreg par cair desd outubr apo solicitaca recalcul,,1019,Negativo,0,Negativo
496,greenwichgmt+3 mon12212020 2 47 the quintupl associat direc military affa ministry of stat securityms,"New York, NY",12,Neutro,2,Neutro
2844,soneg impost to brinc,,136,Neutro,2,Neutro
2638,aplic sefip/gfip atual brasil rfb caix econom cef realiz adequaco aplic sefip/gfip lei aqu,Rio de Janeiro,4,Neutro,2,Neutro
365,comentari infeliz arrum desculp esfarrap reajust tabel impost rend tabel defas 103 87% promess campanh pq tax grand fortun,Vitória ES,87,Negativo,0,Negativo
1150,forc arm apreend 2 milho mac cigarr sergip mater apreend milit contabil perici alem ter sid classific contrab conf mat complet defês,Esplanada dos Ministérios,633590,Positivo,1,Positivo
3054,ora dai grac ministr populaca ta acredit investigaco polic feder dinh deix rastr nov grac ministr #stfvergonhanac dinh desvi pod ser rastre,Brasil,1655,Negativo,0,Negativo
1428,forc arm apreend 2 milho mac cigarr sergip mater apreend milit contabil perici alem ter sid classific contrab conf mat complet defês,,86,Positivo,1,Positivo
86,mal carat vc sao o car pergunt isenca ir promet campanh ele respond o brasil ta quebr nao poss faz nadas refer isenca ir can lh tir fras context fic ai fal m jo vc,,183,Negativo,0,Negativo
223,amig,Brasil,733,Neutro,2,Neutro
970,#followthemoney own of red mass comm conglomerat littl rat rat fath of stat govern littl rat jr rat jr owe r$76 million in tax,Everywhere,629,Negativo,0,Negativo
2623,*lavajat deflagr operaca vernissag cidad sao luil ma brasil df rio jan rj*,,3986,Neutro,2,Neutro
995,contribuint caiu malh fin concord val mult lanc pod apresent defês mei ecac part hoj 7 propri sistem ha informaco preench defês informaco abr,Brasília/DF,163617,Positivo,1,Positivo
2336,reform mikhail mishustin econom tecnocrat hoj prim ministr russ pass 10 ano dire russ aument arrecadaca 64% enquant consum so aument 21% dificult sonegaca +,"Camaçari, Brasil",223,Neutro,2,Neutro
2207,pq abin prepar relatori ajud defês flavi pq reun defês flavi,"Centro, Rio de Janeiro",59,Negativo,0,Negativo
2374,ja cheg avia ja pous so falt feder estud municip faz analis respost sai 90 dia grac unia esforc,,10,Neutro,2,Neutro
1383,correca pendenc relat #cpf gratuit internet ou cas contribuint opt utiliz red conveni cartori cust 7,Brasil,339,Positivo,1,Positivo
935,#ilumin #viv nunc atr fiz nenhum cadastr ilumin empr senh lig mand mens infern troq numer invasa privac vou aprove ide process voc,,4,Negativo,0,Negativo
413,bom local faz varred,Coré-etuba ,1049,Positivo,1,Positivo
650,olh aqu,,53,Negativo,0,Negativo
2345,evit mult feder,"Santos, São Paulo",4,Neutro,2,Neutro
1117,vc top ser audit,Brasil,21220,Neutro,2,Neutro
2947,grand mid sufici quebr esp industr manipulaca narr fat apreci jorn profiss compromiss verdad fat porqu seg,"Salvador, Brasil",929,Neutro,2,Neutro
875,ser conhec esta vend produt canec 40 real etc,,498,Neutro,2,Neutro
9,unic vantag declar ir atrav pag mei val serv nad kk ganh desd 1 000 50 000 mens pag impost pate,Triste nos Pampas,4884,Negativo,0,Negativo
2414,golp aca oferec prec baix produt leila feder diz amig polic pass credibil mas cuid golp #cidadealert,,4892546,Negativo,0,Negativo
1903,correca gratuit internet cust 7 real cas contribuint opt utiliz red conveni banc brasil caix econom correi cartori saib mais #receitafeder #cpf #atend,,935,Positivo,1,Positivo
349,la tamb outr part tb tip incen fiscal empr inefici,"Brasília, Brasil",10104,Negativo,0,Negativo
1329,autu 3 994 contribuint autorregulariz apo ter sid alert inconsistenc declaraco agenc brasil,,62,Positivo,1,Positivo
2259,pobr gast bal trat dentari car ach estranh jog coit malh fin la vao 9 mes aguard analis document restituica q vem,,251,Negativo,0,Negativo
1661,#balanc | gued prim combat cam + vulnera populaca fic disposica imped exportaca produt precisav us ventil pulmon reduz tarif 500 produt medic hospital,Brumado BA.,2415,Positivo,1,Positivo
2592,gent ceu qu diz agor tod administraca publ brasil trabalh funca filh presid bolsonar abin serpr feder so ment doent esquerd jorn desonest globolix,"Porto Alegre, Brasil",2341,Negativo,0,Negativo
1728,#areceitafederalnaop apreend 670 kg cocain carg goiab port sant soment 2020 alfandeg sant intercept 20 5 tonel cocain carg exportaca destin europ saib mais,Praia Grande - SP,1080,Positivo,1,Positivo
1907,correca gratuit internet cust 7 real cas contribuint opt utiliz red conveni banc brasil caix econom correi cartori saib mais #receitafeder #cpf #atend,Brasil,336,Positivo,1,Positivo
2432,olh q louc polic feder mpf usa convers traf ileg mad cont cresc apreenso mad brasil ta falt algu ai ah conden proib ibam viaj,,6477,Neutro,2,Neutro
957,#3 junt pod dar golp fatal milic organizaco #pcc ha temp deix ser gangu cade atu organizaca crim transnac signif traf vir mei fim $$ pod,"Washington, D.C.",50886,Positivo,1,Positivo
637,clar e proletari pag saba pro ric lav cool vsf infern,Brasil,353,Negativo,0,Negativo
2593,gent ceu qu diz agor tod administraca publ brasil trabalh funca filh presid bolsonar abin serpr feder so ment doent esquerd jorn desonest globolix,"Belo Horizonte, Brasil",160,Negativo,0,Negativo
681,100 hor esper criaca nirf absurd,,8,Negativo,0,Negativo
1353,anoth excellent result from will continu to support to combat transnat organized crim particularly with respect to the illicit trafficking of narcotic @,"Rio de Janeiro, Brasil",5734,Positivo,1,Positivo
1578,#3 junt pod dar golp fatal milic organizaco #pcc ha temp deix ser gangu cade atu organizaca crim transnac signif traf vir mei fim $$ pod,,2370,Positivo,1,Positivo
753,am deu arrum sistem passaport voc seman tent renov,"São Paulo, Brasil",43,Negativo,0,Negativo
1968,relatori abin funcionari pap advog enta,,1437,Negativo,0,Negativo
1306,ola tud bom enorm trist inform agor faz part pod mant individu ach pirat alg crimin desej tod sort nov jorn att diret,,1532,Neutro,2,Neutro
1027,seg trabalh simplific vid cidada brasil estabelec parc busc inovaco tecnolog,Brasil,330083,Positivo,1,Positivo
2056,flavi bolsonar advog tre reunio ped dad ate aparelh,"Belo Horizonte, Brasil",7451,Negativo,0,Negativo
1769,#facil implement impugnaca malh irpf internet contribuint pod entreg defês notificaca lanc decorr malh fiscal inte ecac saib mais #def #malhafisc #rfb #ecac #serv,Brasil,642,Positivo,1,Positivo
2296,ate ganh dinh vem peg dinh,"São Paulo, Brasil",1058,Negativo,0,Negativo
2537,advog sen quer prov cas rach inici caus aco ileg abin emit relatori ajud defês comprov supost teor,,36508,Negativo,0,Negativo
832,outr cois aparelh orga est nixon acab lev renunc assist film tod hom presid aqu brasil pi anuenc congress stf bolsonar faz q faz sab q blind,SP - Brazil,490,Negativo,0,Negativo
1586,#3 junt pod dar golp fatal milic organizaco #pcc ha temp deix ser gangu cade atu organizaca crim transnac signif traf vir mei fim $$ pod,"Santos, Brasil",384,Positivo,1,Positivo
1262,parab,Porto Alegre - RS,362,Positivo,1,Positivo
1294,parab,,7361,Positivo,1,Positivo
1870,federl ampli ate 31 marc 2021 dispens necess apresent document orig cop autentic solic serv prest esclarec saib mais #rfb #receitafeder #praz #serv,Estados Unidos,1665,Positivo,1,Positivo
2582,rapazi ta pergunt cheg dia 16 por ped comprovaca val atras pouc ja resolv ja sao paul ser entreg seman infeliz pal malz,Rio de Janeiro,13395,Negativo,0,Negativo
1782,#record manh 22/12 equip alfandeg sant apreend 2 932 kg cocain drog cuidados ocult carreg bobin alumini destin port roterd holand saib mais #rfb #adu,,11,Positivo,1,Positivo
2946,jorn viv vend anunci publicitari venal so compromiss mei verdad fat invaria vai ser pi ment int,"Salvador, Brasil",929,Neutro,2,Neutro
2535,abin produz ileg doi relatori detalh funcion supost organizaca crimin que segund defês flavi feit devass dad fiscal sen #blogdomaur,Cuiabá - MT,107,Negativo,0,Negativo
1098,prest estranh reunio,"Porto Alegre, Brasil",377,Negativo,0,Negativo
2152,sonegaca impost brasil caus prejuiz anual 417 bi #maisnew #maisnewsofic #florianopolil #ibpt #icn #receitafeder #econom #impost #mineconom #tribut #desenvolvimentosc,"Florianópolis, Brasil",59,Negativo,0,Negativo
35,vai material ne,"São Paulo, Brasil",2902,Neutro,2,Neutro
2411,propost analis cam deput permit us credit val pag pag impost compens debit relat mult tribut contribuico administr feder lei mais,"Campinas, Brasil",26166,Neutro,2,Neutro
1640,pal bolsonar soneg dia 15 jan ha atualizaca app carn lea 2021,,309,Negativo,0,Negativo
1182,ness govern consegu ate zo sit us tl defas autoemit certific aqu lut faz simpl consult,São Paulo,168,Negativo,0,Negativo
2073,flavi bolsonar advog tre reunio ped dad ate aparelh,"Rio de Janeiro, Brasil",511,Negativo,0,Negativo
2335,polic,,526,Neutro,2,Neutro
1480,apreend quas 3 tonel cocain port sant litor sp drog escond carg bobin alumini lev holand mai apreensa cocain ja feit local,,1038,Positivo,1,Positivo
1765,#facil implement impugnaca malh irpf internet contribuint pod entreg defês notificaca lanc decorr malh fiscal inte ecac saib mais #def #malhafisc #rfb #ecac #serv,,681,Positivo,1,Positivo
1488,document arrecadaca receit feder emit cobranc tribut cont qr cod permit pag mei pix ja nest me empreg domes dev us pix pag document arrecadaca esoc,Amazônas Brasil,371,Positivo,1,Positivo
2626,juiz solicit transparenc carta corpor cpi sen pod ate financ fak cois pi dinh declar feder tcu pf comissa mist precis audit carta,,97,Neutro,2,Neutro
2227,lev 5 minut tax rev cag 30 dia utel est fal ne,"Bauru, Brasil",68,Negativo,0,Negativo
2568,banc safr der 4 empr mas soment declar feder por sab inform outr tre esta nom filh herd famil safr,"Dallas, TX",14735,Negativo,0,Negativo
2450,cpf 10911767797 nom cristi oliv castilh sex m dat nasc 19811208 statu feder regul rg non orga emis non uf rg non titul eleitor 109524320329 nacional brasil est civil non nom mae iez isaur oliv castilh,𝕸𝖆𝖌𝖎𝖈 𝕾𝖍𝖔𝖕,1078,Neutro,2,Neutro
868,esoc ger gui,,431,Negativo,0,Negativo
1162,juiz osc anib chiapp 2 liv miam mim bande v via,São Paulo/SP,1737,Neutro,2,Neutro
2455,realiz pag despach postal tributaco sit correi min tutor proced pag brasil importaca pass fiscalizaca aduan cobr algum tax despach postal r$15 tributaca,Dark of human soul: shadow,141,Neutro,2,Neutro
2814,precis apur transmit simpl nacion part calcul port simpl simples cai atenca esta quer receb coaca mult jur,,581,Negativo,0,Negativo
795,seri iss,Porto Alegre/RS,487,Negativo,0,Negativo
2424,olh q louc polic feder mpf usa convers traf ileg mad cont cresc apreenso mad brasil ta falt algu ai ah conden proib ibam viaj,,375,Neutro,2,Neutro
842,gmt dat open op shit les first phas touch the litl head on your moth should and cry mist son of bitch second phas wher are the clowm of the popul cultur of petralh,"New York, NY",12,Neutro,2,Neutro
452,govern pref ladro vici roub gran publ ja identific falt enjaul genoc milho desvi saud inclu est amazon,,288,Negativo,0,Negativo
2100,contribuint caiu malh fin concord val mult lanc pod apresent defês mei ecac part hoj 7 propri sistem ha informaco preench defês informaco abr,,5416,Positivo,1,Positivo
180,par tir tax c* gent sab agent alfandegari invent val deix gent ser feliz ser tax vc tao vid ganh concurs, .𝓳𝓼𝓸𝓸. (she/he/they),8192,Negativo,0,Negativo
373,consegu ach bitcoim daniel frag,"Rio de Janeiro, Brasil",14,Neutro,2,Neutro
2321,ret fiscalizaca aduan,,12,Neutro,2,Neutro
2235,vid adult ja horri si so aind qu dificult mais,teamwork makes the dream work!,201,Negativo,0,Negativo
2688,pq govern amig infeliz pal entreg cao,"Fortaleza, Brasil",669,Negativo,0,Negativo
2410,propost analis cam deput permit us credit val pag pag impost compens debit relat mult tribut contribuico administr feder lei mais,"Piauí, Brasil",13147,Neutro,2,Neutro
1930,mudanc ating apen empr obrig declaraca debit credit tributari feder previdenciari outr entidad fund dctfweb saib mais #receitafeder #servicosger #gfip,"Brasília, Brasil",184,Positivo,1,Positivo
529,exist impost dev declar transaca ecac feder tod movimentaca p2p dev ser feit soment exchang nacion precis ja faz,Brasil,202,Positivo,1,Positivo
1479,apreend quas 3 tonel cocain port sant litor sp drog escond carg bobin alumini lev holand mai apreensa cocain ja feit local,"Brasília, Brasil",3214,Positivo,1,Positivo
1141,so quer liber encomend 1 me esta revis tax,"Manhumirim, Brasil",1511,Negativo,0,Negativo
2485,fortun vc sab mai rend percapt brasil brasil 72 mil real med daquel asa ond resid aut escala funcion vc sab congress nacion anisti cobranc feder grand dev impost,Porto Alegre - RS,45,Negativo,0,Negativo
1235,quer paraben 2021 complet 10 ano recurs administr aind julg reclam qdo fal mal serv publ incompetenc,,2,Negativo,0,Negativo
1896,aca fiscalizaca acontec ambit operaca escud apreend 320 mil mercad saib mais #receitafeder #adu #operacaoescud, SAO PAULO - SP ,735,Positivo,1,Positivo
329,falt enta tamb famil crimin us poli arm contr sociedad democrac jus favorec inter pesso cla milici lider bem fracass,,14,Negativo,0,Negativo
2134,olh ali atr hom ult liv presid camis brasil mostr cicatriz coraca mandett decapit ue mandett pod tir mulh claqu favor foc brasil fatur 1 milha blogu,guaruja sp,248,Neutro,2,Neutro
1052,ambos problem,Brasília-DF Brasil,3526,Neutro,2,Neutro
2462,car iden polic atend aeroport visualiz story ser q,MG,924,Neutro,2,Neutro
202,gent pag salari vc mesm,Cidade Maravilhosa ,566,Negativo,0,Negativo
2097,contribuint caiu malh fin concord val mult lanc pod apresent defês mei ecac part hoj 7 propri sistem ha informaco preench defês informaco abr,"Recife, Brasil",1614,Positivo,1,Positivo
1739,#arrecadaca arrecadaca total receit feder ating novembr 2020 val 140 101 milho period acumul jan novembr 2020 arrecadaca alcanc val 1 320 325 milho saib mais #rfb,POR AÍ...,9884,Positivo,1,Positivo
